标题,详情页,发布时间,up博主,图片,观看次数
[金泰梨 VLOG]“那里是这里吗”（完整版）,https://www.bilibili.com/video/BV1pv4y1N7pr?from=search&seid=12005820628346147187,2022-05-15,Purpose_K,https://i0.hdslb.com/bfs/archive/b0fd605a0f0282d47e24edbe0d57830727865584.jpg@400w_250h_1c.webp,1858
【金泰梨VLOG】那里就是这里吗 DAY2 | 出发和欧尼一起玩吧~,https://www.bilibili.com/video/BV1TY4y167J4?from=search&seid=12005820628346147187,2022-05-24,韩剧TV官方,https://i1.hdslb.com/bfs/archive/372bae51d3f3a000909eb1dd51007b52ccf83ef6.jpg@400w_250h_1c.webp,586
“因为经历了同样的事情，所以能感同身受”【大结局～】【女主&女二】【金泰梨&金知妍】,https://www.bilibili.com/video/BV1dP4y1K7Lo?from=search&seid=12005820628346147187,2022-04-04,拿呐呐那那那,https://i2.hdslb.com/bfs/archive/ef43b7973e8725f872d569444228464544d7b453.jpg@400w_250h_1c.webp,3.6万
“明明我们很相爱，为什么还要放开对方”【金泰梨&南柱赫】完结纪念,https://www.bilibili.com/video/BV1N94y1Z7o6?from=search&seid=12005820628346147187,2022-04-04,佐佐栖川,https://i1.hdslb.com/bfs/archive/970e9491444ba54bb558def1f5d33accf5e6e6df.jpg@400w_250h_1c.webp,5315
“老婆你没事吧？？老婆呼呼~老婆贴贴~” 小金x小小金 | 金泰梨x金苞娜 2521 同人向,https://www.bilibili.com/video/BV13Y4y1e79e?from=search&seid=12005820628346147187,2022-04-10,阿西你帮我取个名吧,https://i2.hdslb.com/bfs/archive/0328bd0279095ceb66098ceb9f4d52c5341ef3f6.jpg@400w_250h_1c.webp,6019
金泰梨 2022百想艺术大赏 TV部门女子最优秀赏 野字,https://www.bilibili.com/video/BV11U4y1U7Hu?from=search&seid=12005820628346147187,2022-05-06,dlimja,https://i0.hdslb.com/bfs/archive/4c9c9a33623172207270e7e7d5f8986cb983b6e3.jpg@400w_250h_1c.webp,1.1万
[金泰梨]《这里是那里吗》DAY4 （完整中字）粗制滥造一饱眼福机翻版,https://www.bilibili.com/video/BV1wR4y1w7i1?from=search&seid=12005820628346147187,2022-05-19,京溥生,https://i0.hdslb.com/bfs/archive/f3a3ac65f00707fc45a90f5857a23fc204480ba5.jpg@400w_250h_1c.webp,1.7万
【二十五二十一】罗熙度你以后再躲开我，我不会放过你 南柱赫x金泰梨,https://www.bilibili.com/video/BV1ui4y1C7ci?from=search&seid=12005820628346147187,2022-03-13,三分钟热度的学废废,https://i0.hdslb.com/bfs/archive/93e383631f0ab48035201f18c68f87dd28e62cc6.jpg@400w_250h_1c.webp,7366
“对歌识前辈，这俩也太好笑了”|二十五二十一|南柱赫＆金泰梨|白易辰＆罗希度,https://www.bilibili.com/video/BV1NY411V7DU?from=search&seid=12005820628346147187,2022-03-06,澜烟知己,https://i0.hdslb.com/bfs/archive/6a1ad5019df501bc26bae5242fa763d652a04071.jpg@400w_250h_1c.webp,1.0万
金泰梨、南柱赫主演22年新韩剧《25.21》预告片合集，春季档青春罗曼史,https://www.bilibili.com/video/BV1pT4y1176j?from=search&seid=12005820628346147187,2022-01-17,木星落在轨道外,https://i1.hdslb.com/bfs/archive/ed1745fbeaa55a910f1ac0e3ac63dff4acb095c5.jpg@400w_250h_1c.webp,1.8万
【金泰梨 | 中字】《二十五二十一》剧组宣传小视频合集,https://www.bilibili.com/video/BV1z3411K7Wk?from=search&seid=11132549144583628681,2022-04-27,梨花殿-金泰梨园,https://i1.hdslb.com/bfs/archive/60d4c73618e3cb4e358de7b3650c58c273ae60f9.jpg@400w_250h_1c.webp,4519
直球yyds！希度你惨了 你坠入爱河了！【南柱赫×金泰梨 二十五二十一】,https://www.bilibili.com/video/BV1y34y1b7Gc?from=search&seid=11132549144583628681,2022-03-06,全网最花心女孩,https://i0.hdslb.com/bfs/archive/6132cbf87e37ec5a85d01064c7b1543f98ec1973.jpg@400w_250h_1c.webp,8269
“说 是 昨 日 种 种，譬 如 昨 日 死”｜感 情 本 无 性 别 假 设【小姐｜金敏喜x金泰梨】,https://www.bilibili.com/video/BV1bS4y1b7UF?from=search&seid=11132549144583628681,2022-05-11,鸢尾Irisヽ,https://i2.hdslb.com/bfs/archive/33249900ed9981f8db131fa427c27316d90f8453.jpg@400w_250h_1c.webp,1451
【南柱赫×金泰梨】“超甜反套路情侣养成记！”,https://www.bilibili.com/video/BV19q4y1x7yV?from=search&seid=11132549144583628681,2022-02-23,sweet汤圆-,https://i2.hdslb.com/bfs/archive/405e3794b3473a0d00f17a05b1f2eeadc1953580.jpg@400w_250h_1c.webp,1.0万
【小姐】金敏喜金泰梨 | “是颠覆我人生的救星，我的淑姬。”,https://www.bilibili.com/video/BV1544y1N7XA?from=search&seid=11132549144583628681,2022-03-21,满树核桃,https://i2.hdslb.com/bfs/archive/027b5cb220b279eb4d1e7e4560a4c5622aa1863f.jpg@400w_250h_1c.webp,4813
罗熙度真的是小天使，太善良了，看到高宥琳伤心自己也会替她感同身受，还一起哭，毕竟是曾经自己那么喜欢的偶像呀 #金泰梨 #苞娜,https://www.bilibili.com/video/BV1p44y1M7F4?from=search&seid=11132549144583628681,2022-03-07,i克斯弗,https://i0.hdslb.com/bfs/archive/4d1d1b9954c639efe648edfc098989b229c8f191.jpg@400w_250h_1c.webp,1.5万
金泰梨   多么可爱的罗亨度,https://www.bilibili.com/video/BV1FY4y1t7qV?from=search&seid=11132549144583628681,2022-05-13,南意剪辑,https://i0.hdslb.com/bfs/archive/3f7f7ee4a33f169ec2e743e68d8356f673368f66.jpg@400w_250h_1c.webp,4798
俩人确定关系 丈母娘登场 修罗场有！【南柱赫×金泰梨 二十五二十一】,https://www.bilibili.com/video/BV1tL4y1T7ev?from=search&seid=11132549144583628681,2022-03-12,全网最花心女孩,https://i1.hdslb.com/bfs/archive/587ab4c3e42c64f82ffeb6b7c48edc7ee26690b6.jpg@400w_250h_1c.webp,9945
[金泰梨＋金知妍]  橘里橘气:希度眼里只有宥琳，连男主也看不下去了,https://www.bilibili.com/video/BV1kS4y1g7nC?from=search&seid=11132549144583628681,2022-03-08,倒流回云朵的雪,https://i2.hdslb.com/bfs/archive/2421a5cad07f530004ee0d449333dff7c4764cd8.jpg@400w_250h_1c.webp,7146
白易辰见希度妈妈这段太搞笑了！“丈母娘”如果没恰巧回来，应该会表白吧！【《二十五二十一》金泰梨&南柱赫】,https://www.bilibili.com/video/BV1aU4y1o7e3?from=search&seid=11132549144583628681,2022-03-13,糯米追剧中,https://i1.hdslb.com/bfs/archive/e83c8fe509d1b8c5c705d35c86339f7b4a7dddbc.jpg@400w_250h_1c.webp,8193
【二十五二十一】女主女二抢书这一段太搞笑了，男主还夹在中间，像抢男主一样|金泰梨&南柱赫&金智妍,https://www.bilibili.com/video/BV1ou411Q7eg?from=search&seid=11132549144583628681,2022-02-20,Itwouldbe,https://i1.hdslb.com/bfs/archive/a7178271bef50bb9ace9fddc7dbc10ff4d64c928.jpg@400w_250h_1c.webp,4.9万
二十五，二十一 | Ep.9-10 花絮 金泰梨|南柱赫|苞娜|崔显旭|李周明|tvN|韩剧|Netflix|网飞,https://www.bilibili.com/video/BV17P4y1u7Z7?from=search&seid=11132549144583628681,2022-03-16,可宇可宙,https://i1.hdslb.com/bfs/archive/9c5b7ac8b8538957ca6d0b6f68707e3471e7e62a.jpg@400w_250h_1c.webp,1.0万
“我们之间的关系是爱情。”‖二十五二十一‖金泰梨×南柱赫‖私奔‖治愈爱情‖剪辑,https://www.bilibili.com/video/BV14u411B7pL?from=search&seid=11132549144583628681,2022-03-10,Suzyuuuuuu,https://i0.hdslb.com/bfs/archive/26748c2dc2100862a5a9f32a07bc1bf441cece84.jpg@400w_250h_1c.webp,4842
【金泰梨Vlog】泰梨的四天～她怎么这么可爱啊（合集）,https://www.bilibili.com/video/BV1RA4y1S7hR?from=search&seid=11132549144583628681,2022-05-12,爱吃薯条的55,https://i1.hdslb.com/bfs/archive/ad297cd04f20138926132bee71f6f9fa9f5c2352.jpg@400w_250h_1c.webp,3913
请聆听拉希度同学韩语十级听力哈哈哈哈哈哈哈哈金泰梨你要笑死我,https://www.bilibili.com/video/BV1ZZ4y1y7uV?from=search&seid=11132549144583628681,2022-04-20,冰糖葫芦五-加皮,https://i1.hdslb.com/bfs/archive/4e464e8ca1321927ba480c7da84060f29f9b1fdb.jpg@400w_250h_1c.webp,8176
【二十五二十一】情窦初开的女孩真的好可爱|金泰梨&南柱赫,https://www.bilibili.com/video/BV14Z4y1r7Rm?from=search&seid=11132549144583628681,2022-03-07,Itwouldbe,https://i0.hdslb.com/bfs/archive/b28d8a25e945a7b1efdf903e0de382f4dd603962.jpg@400w_250h_1c.webp,1.3万
“月亮虽然遥远，但某一刻真的照亮过我”—《小姐》,https://www.bilibili.com/video/BV1ch411D74Y?from=search&seid=11132549144583628681,2021-03-25,长安南烟斋,https://i1.hdslb.com/bfs/archive/4cae1492b213b836aa4dd63a249d1da533ab1dc2.jpg@400w_250h_1c.webp,69.8万
天降神兵的安全感&暗戳戳吃醋“你得谈一场真正的恋爱”【南柱赫×金泰梨 二十五二十一】,https://www.bilibili.com/video/BV1uP4y1g73J?from=search&seid=11132549144583628681,2022-02-27,全网最花心女孩,https://i1.hdslb.com/bfs/archive/063550f8c7329b3b988c5c60791c404bb756ffd7.jpg@400w_250h_1c.webp,9652
害羞得翘脚也太可爱了 快把她偷回家【南柱赫×金泰梨 二十五二十一】,https://www.bilibili.com/video/BV1J341157Rv?from=search&seid=11132549144583628681,2022-03-06,全网最花心女孩,https://i1.hdslb.com/bfs/archive/b2f954e2bb9f872b961b52bd6e1f3e6047140a5d.jpg@400w_250h_1c.webp,1.3万
"【二十五二十一】主演5人合唱OST Part7《With》公开 (金泰梨,南柱赫,苞娜,崔显旭,李周明)",https://www.bilibili.com/video/BV1Bu411B7Z2?from=search&seid=11132549144583628681,2022-03-13,可宇可宙,https://i0.hdslb.com/bfs/archive/74d8e0672a0442381b0de9a48941b1ac01be506f.jpg@400w_250h_1c.webp,9328
十八岁相遇，二十一岁相恋终于等到南朋友新剧#南柱赫 ，家人们快冲鸭！#金泰梨 #新剧来袭 #一起追剧 #甜,https://www.bilibili.com/video/BV1BY411L7Mm?from=search&seid=5638975114752187032,2022-02-12,--爱上,https://i1.hdslb.com/bfs/archive/55f200b22414bf1e8e2f9ad3306f402839f58472.jpg@400w_250h_1c.webp,5.4万
妈妈其实也是刀子嘴豆腐心，明明比任何人都期待女儿的比赛，说狠话其实也是怕她走弯路！#金泰梨,https://www.bilibili.com/video/BV16a41187RD?from=search&seid=5638975114752187032,2022-02-27,艾弗布能,https://i0.hdslb.com/bfs/archive/be8137347bca8147bca0f7b76c12201ac715d6f6.jpg@400w_250h_1c.webp,1.4万
【金泰梨实力圈粉】【二十五 二十一】元气搞笑罗希度【现在我的脸…】【大家一起来捂嘴】,https://www.bilibili.com/video/BV1Pa411e7Rk?from=search&seid=5638975114752187032,2022-04-28,zz睡到自然醒,https://i1.hdslb.com/bfs/archive/253486f8944ece96df57dfa70b4e467be83241f6.jpg@400w_250h_1c.webp,3631
【南柱赫x金泰梨】白易辰对希度宝宝的称呼变化｜二十五二十一｜白桃cp,https://www.bilibili.com/video/BV13A4y1S7nh?from=search&seid=5638975114752187032,2022-05-07,给我一个肉丸子,https://i1.hdslb.com/bfs/archive/39e9ecf2a9650f18acc882c63afd52763d006b59.jpg@400w_250h_1c.webp,3266
再次相遇时“男友力爆棚”，果然爱情都是突然降临的 #南柱赫 #金泰梨,https://www.bilibili.com/video/BV1sm4y1d7B8?from=search&seid=5638975114752187032,2022-02-13,阿尼安v,https://i1.hdslb.com/bfs/archive/883723cac5ac8bd94b4506a02ce4733cb935da20.jpg@400w_250h_1c.webp,4.4万
苞娜:坏女人，明明答应我要告诉我的【金知妍&金泰梨&南柱赫】,https://www.bilibili.com/video/BV1cP4y1g71G?from=search&seid=5638975114752187032,2022-02-28,105度降至冰点,https://i1.hdslb.com/bfs/archive/00094b54ee6d5fa9a71ec6de1f64b5da3e4f6800.png@400w_250h_1c.webp,2.3万
“这很不贴心耶❗”“你有必要因为这个骂我吗”◎二十五二十一｜南柱赫×金泰梨,https://www.bilibili.com/video/BV1Jr4y1b7r3?from=search&seid=5638975114752187032,2022-05-13,别打扰我l,https://i1.hdslb.com/bfs/archive/b1779a963bdfce7a3b69c0992ca3337c2d621228.jpg@400w_250h_1c.webp,1.3万
‖金泰梨X孙胜完Wendy‖《二十五 二十一》罗希度热血成长线向cut混剪-Wendy ‘Girls’,https://www.bilibili.com/video/BV1M54y1Z7gi?from=search&seid=5638975114752187032,2022-05-15,溜溜完,https://i1.hdslb.com/bfs/archive/7ef64fd56e3fe58c03124b79037cc4bfb9284f72.jpg@400w_250h_1c.webp,2356
【金泰梨】姐姐眼神好蛊～我好爱～(´▽｀)ノ♪,https://www.bilibili.com/video/BV19T4y167cF?from=search&seid=5638975114752187032,2022-05-11,哈奔儿一个,https://i1.hdslb.com/bfs/archive/200846e7d64c7d6aa59d10194372c7ed8a4edca8.jpg@400w_250h_1c.webp,919
追捧多年的偶像看不起自己怎么办，只好比赛打赢她引起她的注意#金泰梨 #苞娜 #金知妍,https://www.bilibili.com/video/BV1cF411E7fW?from=search&seid=5638975114752187032,2022-02-14,阿尼安v,https://i1.hdslb.com/bfs/archive/290c6342572ef123b058cbb4e52a19135beb487c.jpg@400w_250h_1c.webp,1.1万
【二十五二十一】金泰梨×南柱赫 全戏份 cut 上,https://www.bilibili.com/video/BV11Y4y1H7AE?from=search&seid=5638975114752187032,2022-04-10,Universe-cofe,https://i2.hdslb.com/bfs/archive/38bf315073fd361394c42fd9fda7a9367c210ff9.jpg@400w_250h_1c.webp,1.4万
女主:矛盾激化，我还是不愿你受伤【金泰梨&金知妍】【女主&女二】,https://www.bilibili.com/video/BV1Va411h7cW?from=search&seid=5638975114752187032,2022-02-28,拿呐呐那那那,https://i2.hdslb.com/bfs/archive/ac707b6fbe1862282b6a4b1718023ebdf2d29c7a.jpg@400w_250h_1c.webp,1.0万
【金泰梨实力圈粉】【二十五 二十一】元气搞笑罗希度【不可以被高宥琳听到】【奔现】,https://www.bilibili.com/video/BV1m541117hk?from=search&seid=5638975114752187032,2022-04-28,zz睡到自然醒,https://i0.hdslb.com/bfs/archive/cb9b7f76c0807b4d102772969ddce5e6e48c2267.jpg@400w_250h_1c.webp,4739
女主:我看到了那孩子脆弱的一面【金泰梨&金知妍】【女主&女二】,https://www.bilibili.com/video/BV1nZ4y1r7Vj?from=search&seid=5638975114752187032,2022-03-07,拿呐呐那那那,https://i0.hdslb.com/bfs/archive/fd077dff7a39d78ea149092bdcc1518a5c3c8580.jpg@400w_250h_1c.webp,1.1万
【二十五二十一】E01-E08 罗希度|金泰梨 cut 1080p高清中字全集,https://www.bilibili.com/video/BV1244y1P7QJ?from=search&seid=5638975114752187032,2022-04-06,阿西你帮我取个名吧,https://i0.hdslb.com/bfs/archive/8db97db6c671575640300b8207d0455bdcbf4e79.jpg@400w_250h_1c.webp,4897
女主#金泰梨 一天间失去梦想，不被家人理解，却遇到男主#南柱赫 ，他是她的救赎,https://www.bilibili.com/video/BV1HR4y1L7nZ?from=search&seid=5638975114752187032,2022-02-13,阿尼安v,https://i1.hdslb.com/bfs/archive/05f98c3b23787ac8cc6f115e86b81da63e5e6dfe.jpg@400w_250h_1c.webp,1.2万
第58届百想艺术大赏 官方预告 李政宰/金南俊/丁海寅/任时完/李俊昊 金惠秀/金泰梨/朴恩斌/李世荣/韩素希,https://www.bilibili.com/video/BV1Zu411k7Qv?from=search&seid=5638975114752187032,2022-04-28,看韩影i,https://i1.hdslb.com/bfs/archive/9602074ea69040b2a445ecd250bcfe5289f86691.jpg@400w_250h_1c.webp,8752
【二十五二十一】[cc中字] 网飞采访 | 南柱赫、金泰梨,https://www.bilibili.com/video/BV1uR4y1j7jx?from=search&seid=5638975114752187032,2022-02-21,摇滚小蜗,https://i2.hdslb.com/bfs/archive/0743d512374f52cbc0b91b33ba4f872dbf252264.jpg@400w_250h_1c.webp,9018
精明教练与她的大冤种学生 #南柱赫 #金泰梨,https://www.bilibili.com/video/BV1D44y1H7cU?from=search&seid=5638975114752187032,2022-02-15,i克斯弗,https://i2.hdslb.com/bfs/archive/ae4c11b08eeccb297e3210f614aa079664e1cd10.jpg@400w_250h_1c.webp,2.3万
Look·09「 三十二岁女高中生 金泰梨 」一双清澈凉爽的眼睛 | 二十五，二十一 | 韩系 | 画报杂志 | 风格养成,https://www.bilibili.com/video/BV1FB4y127dZ?from=search&seid=5638975114752187032,2022-05-04,Y4andZ7,https://i1.hdslb.com/bfs/archive/4e7d6ab77f400ae0259d082b28a5517b77491122.jpg@400w_250h_1c.webp,2370
